sum_data,max_pkt,pkt_count,avg_pkt,flow_speed,pkt_speed,delta_med,delta_min,status
12011216.0,8760.0,2235.0,5374.145861297539,2353542.2110521626,437.9379108411324,0.0006477832794189,2.384185791015625e-07,0.0
7262648.0,8760.0,1626.0,4466.573185731857,1430248.6638082748,320.2116263038295,0.000514268875122,2.384185791015625e-07,0.0
6936219.0,8760.0,1617.0,4289.560296846011,1387177.5880723165,323.3845644021527,0.0006414651870727,2.384185791015625e-07,0.0
14031771.0,8760.0,2532.0,5541.773696682464,2792184.723158198,503.8431513054594,0.0007652044296264,2.384185791015625e-07,0.0
8748900.0,8760.0,1820.0,4807.087912087912,1749779.2490762118,363.9998437882141,0.0006177425384521,2.384185791015625e-07,0.0
9532272.0,8760.0,1798.0,5301.597330367074,1904124.4000593985,359.1605098246041,0.0007250308990478,2.384185791015625e-07,0.0
7663664.0,8760.0,1642.0,4667.274056029232,1517173.8162773545,325.0663659481177,0.0006549358367919,2.384185791015625e-07,0.0
9229578.0,8760.0,1887.0,4891.138314785374,1845243.019393528,377.26248996385175,0.0006828308105468,2.384185791015625e-07,0.0
10334707.0,8760.0,2050.0,5041.320487804878,2054751.152043014,407.58193354569016,0.0006709098815917,2.384185791015625e-07,0.0
8550410.0,8760.0,1669.0,5123.0736968244455,1710044.7356317432,333.79272616978363,0.0006974935531616,2.384185791015625e-07,0.0
5015449.0,8760.0,962.0,5213.564449064449,1002627.056847228,192.31124246045232,0.0006690025329589,2.384185791015625e-07,0.0
4214849.0,8760.0,1125.0,3746.532444444445,832256.1419591764,222.14038028505252,0.000534176826477,2.384185791015625e-07,0.0
7615502.0,8760.0,1700.0,4479.707058823529,1515977.9165501744,338.4100559799336,0.0006015300750732,2.384185791015625e-07,0.0
9748464.0,8760.0,1921.0,5074.681936491411,1940558.7698139616,382.4000782905513,0.0007374286651611,2.384185791015625e-07,0.0
7625405.0,8760.0,1678.0,4544.341477949941,1507241.285725522,331.6743015547929,0.0006327629089355,2.384185791015625e-07,0.0
8790650.0,8760.0,1839.0,4780.125067971724,1737937.3280730126,363.5757021751828,0.0006743669509887,2.384185791015625e-07,0.0
11530371.0,8760.0,2188.0,5269.822212065814,2305771.733700971,437.5426040790643,0.0007643699645996,2.384185791015625e-07,0.0
10393666.0,8760.0,2061.0,5043.020863658418,2046848.1162974893,405.8773841384864,0.0006064176559448,2.384185791015625e-07,0.0
9764664.0,8760.0,2028.0,4814.923076923077,1948989.6579579592,404.7810581438072,0.0006310939788818,2.384185791015625e-07,0.0
12284876.0,29700.0,2422.0,5072.20313790256,2453302.8823005115,483.675991595832,0.0006479024887084,2.384185791015625e-07,0.0
14958592.0,8760.0,2675.0,5591.997009345794,2945307.399343188,526.7004603938009,0.0005764961242675,2.384185791015625e-07,0.0
13046489.0,8760.0,2450.0,5325.097551020408,2606341.550454871,489.4448459362847,0.0006935596466064,2.384185791015625e-07,0.0
13427018.0,8760.0,2507.0,5355.810929397687,2660494.071674568,496.7490650335124,0.0006906986236572,2.384185791015625e-07,0.0
8391640.0,8760.0,1836.0,4570.610021786492,1677803.3344408388,367.0852088546911,0.0004395246505737,2.384185791015625e-07,0.0
7461343.0,8760.0,1695.0,4401.97227138643,1377914.3358219482,313.02203895708885,0.0006046295166015,2.384185791015625e-07,0.0
2328259.0,8760.0,699.0,3330.8426323319027,458540.9079172168,137.6651371836787,0.0005013942718505,2.384185791015625e-07,0.0
7240378.0,8760.0,1688.0,4289.32345971564,1420330.5695125742,331.1316068494249,0.0005600452423095,2.384185791015625e-07,0.0
12216534.0,8760.0,2330.0,5243.147639484979,2421928.9650765285,461.9227097168732,0.0006747245788574,2.384185791015625e-07,0.0
10363433.0,8760.0,2101.0,4932.619228938601,2072149.875998763,420.091188843832,0.0005574226379394,2.384185791015625e-07,0.0
12357389.0,8760.0,2305.0,5361.123210412147,2454310.109380272,457.7977436917725,0.0005631446838378,2.384185791015625e-07,0.0
9288234.0,8760.0,1888.0,4919.615466101695,1848426.227863337,375.7257534861826,0.0006332397460937,2.384185791015625e-07,0.0
6347281.0,8760.0,1599.0,3969.5315822388993,1261853.4372501497,317.8847204280052,0.0005650520324707,2.384185791015625e-07,0.0
10280305.0,8760.0,2161.0,4757.198056455345,2051448.3636179904,431.2303879873678,0.0006628036499023,2.384185791015625e-07,0.0
6906334.0,8760.0,1577.0,4379.412809131262,1381124.9436572725,315.36760836465754,0.0005006790161132,2.384185791015625e-07,0.0
9473240.0,8760.0,1992.0,4755.642570281125,1885766.7453316248,396.5324806191544,0.0005514621734619,2.384185791015625e-07,0.0
10984649.0,8760.0,2143.0,5125.827811479235,2195994.606564749,428.41755270179846,0.0006697177886962,2.384185791015625e-07,0.0
12534746.0,8760.0,2335.0,5368.199571734475,2502366.752339704,466.14637159087295,0.000666856765747,2.384185791015625e-07,0.0
12243523.0,8760.0,2345.0,5221.11855010661,2445527.9762930777,468.3915817699911,0.000686764717102,2.384185791015625e-07,0.0
11837473.0,8760.0,2371.0,4992.607760438634,2365604.509574393,473.82142220733135,0.0007003545761108,2.384185791015625e-07,0.0
9998339.0,8760.0,2100.0,4761.113809523809,1945395.207628964,408.6008622052948,0.000669240951538,2.384185791015625e-07,0.0
8440948.0,8760.0,1811.0,4660.932081722805,1687866.6187024664,362.1307045689852,0.0006284713745117,2.384185791015625e-07,0.0
8532525.0,8760.0,1804.0,4729.781042128603,1706472.7770986685,360.7931872319153,0.0005738735198974,2.384185791015625e-07,0.0
14038667.0,8760.0,2574.0,5454.027583527583,2764547.106429062,506.8817610638108,0.0007104873657226,2.384185791015625e-07,0.0
12262258.0,8760.0,2349.0,5220.203490847169,2451436.2622765475,469.6054984398151,0.0006521940231323,2.384185791015625e-07,0.0
8471586.0,8760.0,1832.0,4624.228165938865,1690968.325551932,365.6757981812543,0.0006763935089111,2.384185791015625e-07,0.0
12010777.0,8760.0,2414.0,4975.46685998343,2399611.675598515,482.2887465894018,0.0007121562957763,2.384185791015625e-07,0.0
9834559.0,8760.0,2041.0,4818.500244977952,1966902.7024447373,408.1981119529314,0.0006442070007324,2.384185791015625e-07,0.0
11805470.0,8760.0,2280.0,5177.837719298245,2360854.329300543,455.9537122033462,0.0006829500198364,2.384185791015625e-07,0.0
11791686.0,8760.0,2214.0,5325.964769647697,2356307.2373241074,442.418855406731,0.0006706714630126,2.384185791015625e-07,0.0
12237848.0,8760.0,2357.0,5192.128977513788,2446207.078595492,471.1375794379513,0.0006107091903686,2.384185791015625e-07,0.0
11890400.0,8760.0,2233.0,5324.854455888939,2376458.9803641266,446.2955748463546,0.0006498098373413,2.384185791015625e-07,0.0
9316649.0,8760.0,1986.0,4691.162638469285,1861302.041985643,396.7677493681996,0.0006086826324462,2.384185791015625e-07,0.0
11566860.0,8760.0,2157.0,5362.475660639778,2307092.3671216946,430.22896757473467,0.0007455348968505,2.384185791015625e-07,0.0
8316985.0,8760.0,1782.0,4667.219416386083,1635357.908299849,350.392334793237,0.0006091594696044,2.384185791015625e-07,0.0
9552951.0,8760.0,2062.0,4632.856935014549,1893340.56265357,408.676673856242,0.000584602355957,2.384185791015625e-07,0.0
11358323.0,8760.0,2314.0,4908.523336214347,2271031.5295157647,462.671026286141,0.0006895065307617,2.384185791015625e-07,0.0
9063802.0,8760.0,1951.0,4645.721168631471,1812488.243976961,390.1414179170122,0.0005693435668945,2.384185791015625e-07,0.0
11410739.0,8760.0,2178.0,5239.090449954087,2281827.6926796027,435.5389002111234,0.0006279945373535,2.384185791015625e-07,0.0
11719380.0,8760.0,2163.0,5418.113730929265,2343612.7119050384,432.5514059490006,0.0007145404815673,2.384185791015625e-07,0.0
9904305.0,8760.0,2077.0,4768.562831006259,1391155.1358312732,291.73467670084415,0.0006171464920043,2.384185791015625e-07,0.0
19388.0,2085.0,402.0,48.22885572139303,3870.0262229803297,80.2429617102379,0.0002304315567016,2.384185791015625e-07,0.0
26758.0,2085.0,665.0,40.23759398496241,5295.728432745196,131.61145854606306,0.0002260208129882,2.384185791015625e-07,0.0
28874.0,2085.0,736.0,39.23097826086956,5756.576006809802,146.73546931537072,0.000185489654541,2.384185791015625e-07,0.0
47360.0,2085.0,828.0,57.19806763285024,9176.373720333204,160.4315337929876,0.0002167224884033,2.384185791015625e-07,0.0
44212.0,2085.0,830.0,53.26746987951808,8531.097315710727,160.1558575056524,0.0002011060714721,2.384185791015625e-07,0.0
46125.0,2085.0,947.0,48.706441393875394,9183.79546722877,188.55402292608449,0.0002079010009765,2.384185791015625e-07,0.0
32703.0,2085.0,639.0,51.178403755868544,6536.032277247651,127.71074901878264,0.000211477279663,2.384185791015625e-07,0.0
37723.0,2085.0,783.0,48.17752234993614,7527.519476423022,156.24546695753853,0.0002322196960449,2.384185791015625e-07,0.0
33715.0,2085.0,747.0,45.133868808567605,6431.219182794556,142.49208748472591,0.0002074241638183,2.384185791015625e-07,0.0
47167.0,2085.0,784.0,60.161989795918366,9375.13487643622,155.83152931341817,0.0002087354660034,2.384185791015625e-07,0.0
39619.0,2085.0,748.0,52.96657754010696,7761.86524967063,146.54269938043947,0.000209093093872,2.384185791015625e-07,0.0
50625.0,2085.0,837.0,60.483870967741936,9994.294397957316,165.23900071289432,0.00020432472229,2.384185791015625e-07,0.0
39767.0,2085.0,819.0,48.55555555555556,7915.979795218525,163.02933216697193,0.0002040863037109,2.384185791015625e-07,0.0
41222.0,2085.0,809.0,50.95426452410384,8237.352997678216,161.66169945955258,0.0002076625823974,2.384185791015625e-07,0.0
36350.0,2085.0,740.0,49.12162162162162,7008.71035375558,142.68076098429515,0.0001811981201171,2.384185791015625e-07,0.0
37300.0,2085.0,721.0,51.73370319001387,7451.054763518281,144.02709073717642,0.000197410583496,2.384185791015625e-07,0.0
43906.0,2085.0,774.0,56.72609819121447,8781.0806663518,154.7978963184142,0.0002048015594482,2.384185791015625e-07,0.0
44370.0,2085.0,810.0,54.77777777777778,8760.148463028072,159.921574375766,0.0001964569091796,2.384185791015625e-07,0.0
38628.0,2085.0,792.0,48.77272727272727,7637.459831649047,156.5928390459264,0.0002003908157348,2.384185791015625e-07,0.0
34895.0,2085.0,748.0,46.651069518716575,6966.907295586269,149.34078398333656,0.0002089738845825,2.384185791015625e-07,0.0
40128.0,2085.0,756.0,53.07936507936508,7995.363931147981,150.63036114303912,0.000217318534851,2.384185791015625e-07,0.0
38160.0,2085.0,756.0,50.47619047619048,7433.710831041551,147.27162967157793,0.0001883506774902,2.384185791015625e-07,0.0
39701.0,2085.0,693.0,57.288600288600286,7898.023019314809,137.86378056938523,0.0002198219299316,2.384185791015625e-07,0.0
35373.0,2085.0,693.0,51.04329004329004,7044.799667544024,138.01617532038583,0.0001993179321289,2.384185791015625e-07,0.0
31853.0,2085.0,546.0,58.33882783882784,6009.298557789922,103.0068443334473,0.0001986026763916,2.384185791015625e-07,0.0
19505.0,2085.0,420.0,46.44047619047619,3831.875922197039,82.51155536133075,0.000246524810791,2.384185791015625e-07,0.0
31853.0,2085.0,509.0,62.57956777996071,6276.69700308185,100.29946236048916,0.0002036094665527,2.384185791015625e-07,0.0
38531.0,2085.0,603.0,63.89883913764511,7686.988320596341,120.2993422781551,0.0001853704452514,2.384185791015625e-07,0.0
54333.0,2085.0,729.0,74.53086419753086,10538.828012127216,141.40219794306847,0.0001881122589111,2.384185791015625e-07,0.0
35077.0,2085.0,550.0,63.776363636363634,7013.896987673636,109.9764330820908,0.0001918077468872,2.384185791015625e-07,0.0
32586.0,2085.0,630.0,51.72380952380952,6508.213915913144,125.82626793792674,0.0001924037933349,2.384185791015625e-07,0.0
36212.0,2085.0,577.0,62.75909878682842,7131.793458593666,113.63760150250044,0.0002155303955078,2.384185791015625e-07,0.0
41404.0,2085.0,612.0,67.65359477124183,8033.092996389985,118.73859805310286,0.0001944303512573,2.384185791015625e-07,0.0
44202.0,2085.0,595.0,74.2890756302521,8819.806382601888,118.72279077073712,0.0002098083496093,2.384185791015625e-07,0.0
40093.0,2085.0,694.0,57.77089337175793,8018.047532716523,138.79043692677692,0.0001864433288574,2.384185791015625e-07,0.0
32672.0,2085.0,577.0,56.62391681109185,6501.914486318756,114.82629341962298,0.0002123117446899,2.384185791015625e-07,0.0
44542.0,2085.0,702.0,63.45014245014245,8381.992281786663,132.10360068731168,0.000201940536499,2.384185791015625e-07,0.0
34045.0,2085.0,621.0,54.82286634460547,6751.496358085228,123.1511011417514,0.0002343654632568,2.384185791015625e-07,0.0
43709.0,2085.0,729.0,59.95747599451303,8526.577857667055,142.2104202392936,0.0002236366271972,2.384185791015625e-07,0.0
35937.0,2085.0,586.0,61.3259385665529,7104.947587904403,115.85550509257811,0.0002073049545288,2.384185791015625e-07,0.0
40179.0,2085.0,639.0,62.87793427230047,7940.423382093932,126.28314644859311,0.0002098083496093,2.384185791015625e-07,0.0
39161.0,2085.0,621.0,63.06119162640902,7801.81122742066,123.71810659146163,0.0002261400222778,2.384185791015625e-07,0.0
35968.0,2085.0,648.0,55.50617283950617,7173.7032246701165,129.2415394124287,0.0002098083496093,2.384185791015625e-07,0.0
41247.0,2085.0,640.0,64.4484375,8145.956568824916,126.39494276063584,0.0002044439315795,2.384185791015625e-07,0.0
42859.0,2085.0,604.0,70.95860927152317,8407.975436641242,118.49126586554306,0.0002410411834716,2.384185791015625e-07,0.0
38882.0,2085.0,631.0,61.61965134706814,7739.266024757614,125.59736797546562,0.0002298355102539,2.384185791015625e-07,0.0
44786.0,2085.0,630.0,71.08888888888889,8865.927725400776,124.71608241420284,0.0002309083938598,2.384185791015625e-07,0.0
34712.0,2085.0,612.0,56.71895424836601,6838.081010629006,120.56077375273544,0.0002381801605224,2.384185791015625e-07,0.0
35225.0,2085.0,621.0,56.72302737520129,6935.261818125659,122.26536803565747,0.0002408027648925,2.384185791015625e-07,0.0
40850.0,2085.0,631.0,64.73851030110934,8135.775965694542,125.67134967817027,0.0002532005310058,2.384185791015625e-07,0.0
35734.0,2085.0,630.0,56.72063492063492,7142.146872676784,125.91796411782542,0.0002470016479492,2.384185791015625e-07,0.0
39319.0,2085.0,603.0,65.20563847429518,7825.564607284071,120.0136183064751,0.000201940536499,2.384185791015625e-07,0.0
40341.0,2085.0,622.0,64.85691318327974,8010.23599153067,123.50627864287144,0.0001851320266723,2.384185791015625e-07,0.0
33735.0,2085.0,567.0,59.4973544973545,6624.906174099045,111.34791168561313,0.0002343654632568,2.384185791015625e-07,0.0
31406.0,2085.0,630.0,49.85079365079365,6275.199345413545,125.87962770204844,0.0002303123474121,2.384185791015625e-07,0.0
44070.0,2085.0,667.0,66.07196401799101,8775.379829342406,132.81548323511197,0.0001850128173828,2.384185791015625e-07,0.0
37117.0,2085.0,586.0,63.339590443686006,7298.196455864494,115.22329722597712,0.00018310546875,2.384185791015625e-07,0.0
37193.0,2085.0,621.0,59.89210950080516,7319.681767338201,122.21445910566568,0.000232458114624,2.384185791015625e-07,0.0
39202.0,2085.0,594.0,65.996632996633,7812.538416853121,118.37783326388332,0.0001983642578125,2.384185791015625e-07,0.0
36563.0,2085.0,603.0,60.63515754560531,7264.911409262567,119.8135158434846,0.000206708908081,2.384185791015625e-07,0.0
42584.0,2085.0,612.0,69.58169934640523,8460.058382234025,121.58453245179464,0.0002002716064453,2.384185791015625e-07,0.0
36329.0,2085.0,585.0,62.100854700854704,7195.985810802578,115.87579342452334,0.000218391418457,2.384185791015625e-07,0.0
43520.0,2085.0,685.0,63.53284671532847,8703.997509766337,136.9999608039968,0.0002250671386718,2.384185791015625e-07,0.0
39904.0,2085.0,648.0,61.58024691358025,7838.332467759453,127.28647351413709,0.0001978874206542,2.384185791015625e-07,0.0
33491.0,2085.0,639.0,52.41158059467919,6686.563926387144,127.57798659226016,0.0002065896987915,2.384185791015625e-07,0.0
39787.0,2085.0,639.0,62.26447574334898,7947.695570351125,127.6441417913984,0.0002385377883911,2.384185791015625e-07,0.0
40805.0,2085.0,657.0,62.10806697108067,8042.834889116743,129.4974273287514,0.0002229213714599,2.384185791015625e-07,0.0
43723.0,2085.0,639.0,68.42410015649452,8698.320161266607,127.12363248288914,0.0002050399780273,2.384185791015625e-07,0.0
40895.0,2085.0,604.0,67.70695364238411,7984.356859091462,117.9252119547926,0.0002069473266601,2.384185791015625e-07,0.0
34610.0,2085.0,552.0,62.69927536231884,6506.670276382139,103.77584491658308,0.0002520084381103,2.384185791015625e-07,0.0
8784.0,2085.0,230.0,38.19130434782609,1749.3411065859884,45.80469655222875,0.0002477169036865,2.384185791015625e-07,0.0
9029.0,1297.0,512.0,17.634765625,1768.002145671586,100.25662848420114,0.0001957416534423,2.384185791015625e-07,0.0
16185.0,2085.0,547.0,29.588665447897625,3193.023514095767,107.91373878346522,0.0001869201660156,2.384185791015625e-07,0.0
17644.0,2085.0,539.0,32.734693877551024,3431.9325822104147,104.84083324707626,0.0001935958862304,2.384185791015625e-07,0.0
14654.0,2085.0,524.0,27.96564885496183,2900.298867293178,103.70933577600827,0.0001872777938842,2.384185791015625e-07,0.0
19333.0,2085.0,544.0,35.53860294117647,3838.8395320305776,108.01886439893624,0.0001864433288574,2.384185791015625e-07,0.0
17919.0,2085.0,537.0,33.36871508379888,3479.746043845567,104.28169125202686,0.0001970529556274,2.384185791015625e-07,0.0
14069.0,2085.0,477.0,29.49475890985325,2745.564765153303,93.08653017116538,0.0002460479736328,2.384185791015625e-07,0.0
14771.0,2085.0,531.0,27.817325800376647,2903.1457156082274,104.3646587900595,0.0001970529556274,2.384185791015625e-07,0.0
15442.0,2085.0,521.0,29.63915547024952,3083.95586670648,104.05005870703766,0.000213623046875,2.384185791015625e-07,0.0
12655.0,2085.0,460.0,27.51086956521739,2527.354943389046,91.86750485649635,0.000224232673645,2.384185791015625e-07,0.0
14974.0,2085.0,486.0,30.81069958847737,2946.803603568435,95.64221659772,0.0002146959304809,2.384185791015625e-07,0.0
17919.0,2085.0,532.0,33.682330827067666,3574.1804080594966,106.11440242690172,0.0002120733261108,2.384185791015625e-07,0.0
14537.0,2085.0,514.0,28.282101167315176,2732.825626170041,96.6273902353581,0.0002167224884033,2.384185791015625e-07,0.0
14740.0,2085.0,467.0,31.563169164882225,2912.5434301941195,92.2766473473985,0.0002312660217285,2.384185791015625e-07,0.0
15717.0,2085.0,514.0,30.57782101167315,3134.441855475912,102.50703783893992,0.0002036094665527,2.384185791015625e-07,0.0
13687.0,2085.0,412.0,33.220873786407765,2098.2234936150085,63.15979245776164,0.0002346038818359,2.384185791015625e-07,0.0
3159.0,117.0,226.0,13.97787610619469,601.1053484504389,43.00405468496334,0.0002121925354003,2.384185791015625e-07,0.0
7360.0,2085.0,321.0,22.92834890965732,1460.2670441875605,63.68827733481072,0.000224232673645,2.384185791015625e-07,0.0
6297.0,2085.0,334.0,18.85329341317365,1255.2213197499111,66.57835807471342,0.0002753734588623,2.384185791015625e-07,0.0
5626.0,1297.0,341.0,16.498533724340177,1122.740963271856,68.05095422604035,0.0001947879791259,2.384185791015625e-07,0.0
7711.0,2085.0,350.0,22.03142857142857,1509.0586667990538,68.49572472826726,0.0002247095108032,2.384185791015625e-07,0.0
6063.0,2085.0,315.0,19.247619047619047,1200.3197360379525,62.36198529638051,0.0002431869506835,2.384185791015625e-07,0.0
4690.0,1297.0,271.0,17.30627306273063,890.4544121440808,51.452696309391456,0.000230073928833,2.384185791015625e-07,0.0
6531.0,2085.0,352.0,18.553977272727277,1268.2535442277333,68.35480746718146,0.0002052783966064,2.384185791015625e-07,0.0
6338.0,1297.0,305.0,20.78032786885246,1232.6130197251478,59.3163412774014,0.0002188682556152,2.384185791015625e-07,0.0
5829.0,2085.0,298.0,19.56040268456376,1152.650350456445,58.9277413683343,0.0002269744873046,2.384185791015625e-07,0.0
5275.0,1297.0,315.0,16.746031746031747,1023.6981458786566,61.13078975389134,0.0001897811889648,2.384185791015625e-07,0.0
6338.0,1297.0,306.0,20.7124183006536,1243.1580359846416,60.01993673261287,0.0001797676086425,2.384185791015625e-07,0.0
7874.0,2085.0,344.0,22.88953488372093,1472.6914534580678,64.33907289682186,0.0002055168151855,2.384185791015625e-07,0.0
5829.0,2085.0,298.0,19.56040268456376,1113.8211452368932,56.94264904453495,0.0002617835998535,2.384185791015625e-07,0.0
9242.0,2085.0,376.0,24.579787234042552,1802.606539972204,73.33694644336167,0.0002205371856689,2.384185791015625e-07,0.0
6180.0,2085.0,326.0,18.95705521472393,1198.959246632749,63.24607029163045,0.0002181529998779,2.384185791015625e-07,0.0
5743.0,1297.0,351.0,16.36182336182336,1085.0420470164854,66.31547248873173,0.000223159790039,2.384185791015625e-07,0.0
7986.0,1297.0,341.0,23.41935483870968,1513.7168093290154,64.63529075647311,0.0002286434173583,2.384185791015625e-07,0.0
3978.0,117.0,310.0,12.832258064516129,776.0637069379642,60.47756388908218,0.0002193450927734,2.384185791015625e-07,0.0
5275.0,1297.0,315.0,16.746031746031747,1045.0610782209428,62.40649092693782,0.000216007232666,2.384185791015625e-07,0.0
7243.0,2085.0,314.0,23.06687898089172,1437.1768143649256,62.30477974742325,0.000252366065979,2.384185791015625e-07,0.0
4095.0,117.0,317.0,12.917981072555206,802.4851195669862,62.1215587064065,0.0002000331878662,2.384185791015625e-07,0.0
6689.0,1297.0,331.0,20.20845921450151,1336.505525387208,66.13594392333171,0.0002281665802001,2.384185791015625e-07,0.0
3744.0,117.0,290.0,12.910344827586206,732.0197081369904,56.70024448710662,0.000253677368164,2.384185791015625e-07,0.0
6892.0,2085.0,287.0,24.013937282229964,1364.195313179127,56.80848155577618,0.0001997947692871,2.384185791015625e-07,0.0
5870.0,1297.0,271.0,21.66051660516605,1132.1918911811033,52.269847105635264,0.0002381801605224,2.384185791015625e-07,0.0
3978.0,117.0,308.0,12.915584415584416,788.6643930741741,61.0630047930733,0.0002053976058959,2.384185791015625e-07,0.0
4807.0,1297.0,278.0,17.29136690647482,952.0458401935784,55.059027163264986,0.0001771450042724,2.384185791015625e-07,0.0
4924.0,1297.0,288.0,17.09722222222222,979.5714202101004,57.294185422524144,0.000180959701538,2.384185791015625e-07,0.0
8062.0,2085.0,377.0,21.384615384615383,1584.4225759261235,74.09170319078996,0.0001981258392333,2.384185791015625e-07,0.0
9094.0,2085.0,306.0,29.71895424836601,1812.6221463901811,60.99212412529091,0.0002315044403076,2.384185791015625e-07,0.0
